row_id,source,source_job_id,url,company_name,title_clean,pred_normalized_title,pred_role_family,pred_location_type,pred_city,pred_country,location_clean,evidence_snippet,target_normalized_title,target_role_family,target_location_type,target_country,qa_status,qa_notes
621,greenhouse,4605215005,https://job-boards.greenhouse.io/gleanwork/jobs/4605215005,gleanwork,"Machine Learning Engineer, AI Assistant + Autonomous AI Agents",ml_engineer,machine_learning,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"You will:&nbsp; Build frameworks for LLM-powered agents to use tools and knowledge sources effectively Invent new agentic architectures and signals to improve reasoning, planning, and personalization in workplace AI assistants Design and optimize reinforcement learning and fine-tuning approaches to improve the quality of agentic systems Lead development of scalable evaluation, benchmarking, and optimization loops for",,,,,,
622,greenhouse,4632997005,https://job-boards.greenhouse.io/gleanwork/jobs/4632997005,gleanwork,"Machine Learning Engineer, Enterprise Brain",ml_engineer,machine_learning,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Mentor junior engineers or learn from experienced ones in a tight-knit, high-velocity environment. | Location: This role is hybrid (4 days a week in our Palo Alto or SF offices) Compensation &amp; Benefits: The standard base salary range for this position is $200,000 - $300,000 annually.",,,,,,
623,greenhouse,4501783005,https://job-boards.greenhouse.io/gleanwork/jobs/4501783005,gleanwork,"Machine Learning Engineer, Infrastructure",ml_engineer,machine_learning,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"You will: Design, build, and improve ML systems and Data pipelines infrastructure Work with and enable other ML engineers focused on modeling Write robust code that’s easy to read, maintain, and test Mentor more junior engineers, or learn from battle-tested ones About you: 2+ years of experience BA/BS in computer science, math, sciences, or a related degree Proven ability to design, build, and ship production-ready s",,,,,,
624,greenhouse,4006735005,https://job-boards.greenhouse.io/gleanwork/jobs/4006735005,gleanwork,"Machine Learning Engineer, Search Quality",ml_engineer,machine_learning,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"You will:&nbsp; Invent new signals to improve the personalization of our search engine Train a model to capture interactions between signals in our ranking system Design smarter ways to domain-adapt language models to each customer’s corpus Discover new ways of combining LLMs with search engines to answer complex questions Write robust code that’s easy to read, maintain, and test Mentor more junior engineers, or lear",,,,,,
625,greenhouse,4667085005,https://job-boards.greenhouse.io/gleanwork/jobs/4667085005,gleanwork,"Manager, AI Outcomes",manager,operations,remote,,US,Remote- US,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
626,greenhouse,4612814005,https://job-boards.greenhouse.io/gleanwork/jobs/4612814005,gleanwork,"Manager, AI Outcomes",manager,operations,hybrid,New York City,,New York City,"&nbsp; Location: &nbsp; This role is hybrid (3 days a week in our NYC office) Compensation &amp; Benefits: The standard OTE range for this position is $270,000-$320,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
627,greenhouse,4585960005,https://job-boards.greenhouse.io/gleanwork/jobs/4585960005,gleanwork,"Manager, AI Outcomes",manager,operations,hybrid,Palo Alto,CA,"Palo Alto, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
628,greenhouse,4633420005,https://job-boards.greenhouse.io/gleanwork/jobs/4633420005,gleanwork,"Manager, Delivery Excellence",manager,operations,hybrid,,US,Remote- US,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
629,greenhouse,4646677005,https://job-boards.greenhouse.io/gleanwork/jobs/4646677005,gleanwork,National Channel Partner Manager,manager,operations,remote,,US,US Remote,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
630,greenhouse,4658698005,https://job-boards.greenhouse.io/gleanwork/jobs/4658698005,gleanwork,Onboarding & Training Lead,other,other,hybrid,Palo Alto,CA,"Palo Alto, CA or San Francisco, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
631,greenhouse,4663045005,https://job-boards.greenhouse.io/gleanwork/jobs/4663045005,gleanwork,Partner Innovation Architect,other,other,hybrid,,US,Remote (US),"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
632,greenhouse,4665727005,https://job-boards.greenhouse.io/gleanwork/jobs/4665727005,gleanwork,"Partner Manager, Boutique SI",manager,operations,hybrid,,US,"Remote, US","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
633,greenhouse,4657395005,https://job-boards.greenhouse.io/gleanwork/jobs/4657395005,gleanwork,Partner Marketing Manager,marketing_specialist,marketing,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
634,greenhouse,4549192005,https://job-boards.greenhouse.io/gleanwork/jobs/4549192005,gleanwork,Partner Solutions Engineer,software_engineer,software_engineering,remote,,JP,Japan,"Proven track record of building and maintaining successful partner relationships Compensation &amp; Benefits: Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. | We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race.",,,,,,
635,greenhouse,4577381005,https://job-boards.greenhouse.io/gleanwork/jobs/4577381005,gleanwork,Product Designer,product_designer,design,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"You will: Drive end-to-end product design owning major features from concept to launch, conducting user research to understand customer needs and translating insights into solutions that solve real problems for knowledge workers Ship high-quality experiences rapidly prototyping ideas to assess viability, designing detailed flows and interactions, and partnering closely with engineers to build, iterate, and launch wit",,,,,,
636,greenhouse,4389568005,https://job-boards.greenhouse.io/gleanwork/jobs/4389568005,gleanwork,Product Designer,product_designer,design,,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
637,greenhouse,4600865005,https://job-boards.greenhouse.io/gleanwork/jobs/4600865005,gleanwork,"Product Design Lead, AI Products",product_designer,design,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Portfolio: Examples leading the design of sophisticated AI products at scale, ideally including agent-based systems, content generation tools, or intelligence platforms Leadership &amp; impact: Track record of shipping successful AI products with measurable impact on user productivity and satisfaction, while guiding and mentoring other designers Location: This role is hybrid (4 days a week in our Palo Alto or San Fra",,,,,,
638,greenhouse,4559476005,https://job-boards.greenhouse.io/gleanwork/jobs/4559476005,gleanwork,"Product Management Lead, Core Experience",product_manager,product_management,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Location: &nbsp; This role is hybrid (3-4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: The standard base salary range for this position is $210,000 - $240,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
639,greenhouse,4629292005,https://job-boards.greenhouse.io/gleanwork/jobs/4629292005,gleanwork,Product Manager,product_manager,product_management,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
640,greenhouse,4007711005,https://job-boards.greenhouse.io/gleanwork/jobs/4007711005,gleanwork,Product Manager,product_manager,product_management,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"You have a strong technical background and excel at analytical thinking You are an excellent written and verbal communicator You have a proven track record of taking ownership, taking initiative, and delivering results You collaborate effectively with cross-functional partners You have a learning and growth mindset You are mission-first and understand that your success is measured by your product and team’s success L",,,,,,
641,greenhouse,4525297005,https://job-boards.greenhouse.io/gleanwork/jobs/4525297005,gleanwork,"Product Manager, Agent Security and Governance",product_manager,product_management,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Location: &nbsp; This role is hybrid (4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: The standard base salary range for this position is $160,000 - $240,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
642,greenhouse,4525518005,https://job-boards.greenhouse.io/gleanwork/jobs/4525518005,gleanwork,"Product Manager, AI Quality",product_manager,product_management,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"You will own projections of LLM usage, cost, and capacity planning while driving customer enablement and their upgrade adoption journey for the latest LLMs and LLM-native capabilities. | Location: &nbsp; This role is hybrid (3-4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: The standard base salary range for this position&nbsp; is $160,000 - $240,000 &nbsp; annually.",,,,,,
643,greenhouse,4482380005,https://job-boards.greenhouse.io/gleanwork/jobs/4482380005,gleanwork,"Product Manager, Connectors",product_manager,product_management,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Location: This role is hybrid (3-4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: The standard base salary range for this position is&nbsp; $130,000 - $240,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
644,greenhouse,4597178005,https://job-boards.greenhouse.io/gleanwork/jobs/4597178005,gleanwork,"Product Manager, Connectors",product_manager,product_management,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
645,greenhouse,4641940005,https://job-boards.greenhouse.io/gleanwork/jobs/4641940005,gleanwork,Product Manager - Glean Protect (Security & Governance),product_manager,product_management,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
646,greenhouse,4665663005,https://job-boards.greenhouse.io/gleanwork/jobs/4665663005,gleanwork,Product Marketing Manager (Competitive Intelligence),marketing_specialist,marketing,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
647,greenhouse,4661658005,https://job-boards.greenhouse.io/gleanwork/jobs/4661658005,gleanwork,Product Marketing Manager (Pricing & Packaging),marketing_specialist,marketing,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"guides, licensing one-pagers, and FAQs for different buyer personas)&nbsp; Partner with product management and product operations to incorporate pricing into the product development lifecycle Be the voice of the customer during product development&nbsp; Partner with product marketing and product management teams to determine how to price and package new features and products&nbsp; Define promotional strategy and fram",,,,,,
648,greenhouse,4012824005,https://job-boards.greenhouse.io/gleanwork/jobs/4012824005,gleanwork,Quality Assurance Engineer,software_engineer,software_engineering,,Bangalore,IN,"Bangalore, India","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
649,greenhouse,4573741005,https://job-boards.greenhouse.io/gleanwork/jobs/4573741005,gleanwork,Quality Assurance Manager,manager,operations,,Bangalore,IN,"Bangalore, India","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
650,greenhouse,4655509005,https://job-boards.greenhouse.io/gleanwork/jobs/4655509005,gleanwork,Recruiting Coordinator (Contract),other,other,hybrid,Palo Alto,CA,"Palo Alto, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
651,greenhouse,4528493005,https://job-boards.greenhouse.io/gleanwork/jobs/4528493005,gleanwork,Regional Partner Manager - Singapore,manager,operations,remote,,SG,Singapore,"About you: 10+ years of industry experience within partnerships/alliances, primarily in a sales capacity 5+ years of direct sales/channel sales/management experience within the data, cloud or SaaS space A strategic and structured thinker who enjoys building new processes, relationships, and revenue streams, while setting and driving towards long-term goals Resourceful and scrappy in order to build new processes and i",,,,,,
652,greenhouse,4617980005,https://job-boards.greenhouse.io/gleanwork/jobs/4617980005,gleanwork,Regional Vice President- San Francisco,other,other,remote,San Francisco,CA,"San Francisco, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
653,greenhouse,4640862005,https://job-boards.greenhouse.io/gleanwork/jobs/4640862005,gleanwork,Sales Compensation Director,sales_representative,sales,hybrid,San Francisco,US,San Francisco,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
654,greenhouse,4540862005,https://job-boards.greenhouse.io/gleanwork/jobs/4540862005,gleanwork,Sales Development Manager,sales_representative,sales,,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
655,greenhouse,4338812005,https://job-boards.greenhouse.io/gleanwork/jobs/4338812005,gleanwork,Sales Development Representative,business_development_representative,sales,hybrid,New York Metro,,New York Metro,"Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. | We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race.",,,,,,
656,greenhouse,4006925005,https://job-boards.greenhouse.io/gleanwork/jobs/4006925005,gleanwork,Sales Development Representative,business_development_representative,sales,hybrid,San Francisco,CA,"San Francisco, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
657,greenhouse,4486297005,https://job-boards.greenhouse.io/gleanwork/jobs/4486297005,gleanwork,Sales Development Representative,business_development_representative,sales,hybrid,Nashville,TN,"Nashville, TN","Recognized by Fast Company as one of the World’s Most Innovative Companies (Top 10, 2025), by CNBC’s Disruptor 50, Bloomberg’s AI Startups to Watch (2026), Forbes AI 50, and Gartner’s Tech Innovators in Agentic AI, Glean continues to accelerate its global impact. | About the Role: As a Sales Development Representative at Glean, you'll partner closely with our Account Executives to find and engage new prospects that w",,,,,,
658,greenhouse,4622149005,https://job-boards.greenhouse.io/gleanwork/jobs/4622149005,gleanwork,Sales Development Representative (Dutch),business_development_representative,sales,hybrid,London,GB,London,Team-centric mindset and demonstrated ability to work well in a collaborative environment Excellent time management skills and ability to juggle multiple priorities&nbsp; Strong communication skills and ability to identify potential customer opportunities&nbsp; A love for making an impact and working with a team to hit key goals and metrics&nbsp; Passion and curiosity around technology with an excitement to comprehen,,,,,,
659,greenhouse,4651043005,https://job-boards.greenhouse.io/gleanwork/jobs/4651043005,gleanwork,Sales Development Representative (French),business_development_representative,sales,hybrid,London,GB,London,Team-centric mindset and demonstrated ability to work well in a collaborative environment Excellent time management skills and ability to juggle multiple priorities&nbsp; Strong communication skills and ability to identify potential customer opportunities&nbsp; A love for making an impact and working with a team to hit key goals and metrics&nbsp; Passion and curiosity around technology with an excitement to comprehen,,,,,,
660,greenhouse,4622147005,https://job-boards.greenhouse.io/gleanwork/jobs/4622147005,gleanwork,Sales Development Representative (German),business_development_representative,sales,hybrid,London,GB,London,Team-centric mindset and demonstrated ability to work well in a collaborative environment Excellent time management skills and ability to juggle multiple priorities&nbsp; Strong communication skills and ability to identify potential customer opportunities&nbsp; A love for making an impact and working with a team to hit key goals and metrics&nbsp; Passion and curiosity around technology with an excitement to comprehen,,,,,,
661,greenhouse,4665968005,https://job-boards.greenhouse.io/gleanwork/jobs/4665968005,gleanwork,Sales Recruiter (Contract - Bay Area),sales_representative,sales,hybrid,San Francisco Bay Area,,San Francisco Bay Area,You’ll operate out of San Francisco or Palo Alto and align onsite cadence to team norms. | Location: This role is hybrid (4 days a week in our SF Bay Area offices) Compensation &amp; Benefits: &nbsp; This is a 6‑month contract position offering $55-$70 per hour.,,,,,,
662,greenhouse,4666997005,https://job-boards.greenhouse.io/gleanwork/jobs/4666997005,gleanwork,Sales Recruiter (Contract - Nashville),sales_representative,sales,hybrid,Nashville,,Nashville,You’ll operate out of Nashville and align onsite cadence to team norms. | Location: This role is hybrid (4 days a week in our Nashville office) Compensation &amp; Benefits: &nbsp; This is a 6‑month contract position offering $50-$65 per hour.,,,,,,
663,greenhouse,4667002005,https://job-boards.greenhouse.io/gleanwork/jobs/4667002005,gleanwork,Sales Recruiter (Contract - NYC),sales_representative,sales,hybrid,NYC,,NYC,You’ll operate out of New York City and align onsite cadence to team norms. | Location: This role is hybrid (4 days a week in our NYC office) Compensation &amp; Benefits: &nbsp; This is a 6‑month contract position offering $55-$70 per hour.,,,,,,
664,greenhouse,4529774005,https://job-boards.greenhouse.io/gleanwork/jobs/4529774005,gleanwork,"Security Engineer, Application Security",software_engineer,software_engineering,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race. | 🚀 Benefits Competitive compensation Medical, Vision and Dental coverage Flexible work environment and time-off policy 401k Company events A home office improvement stipend when you first join Annual education stipend Wellness stipend Healthy lunches and dinners provided daily Location:&",,,,,,
665,greenhouse,4650994005,https://job-boards.greenhouse.io/gleanwork/jobs/4650994005,gleanwork,"Security Engineer, Cloud Security",software_engineer,software_engineering,remote,,US,United States,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
666,greenhouse,4628423005,https://job-boards.greenhouse.io/gleanwork/jobs/4628423005,gleanwork,Senior IT Engineer,software_engineer,software_engineering,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
667,greenhouse,4657520005,https://job-boards.greenhouse.io/gleanwork/jobs/4657520005,gleanwork,Senior Marketing Campaign Manager,marketing_specialist,marketing,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Location: This role is hybrid (4 days a week in our SF Bay Area offices) Compensation &amp; Benefits: &nbsp; The standard base salary range for this position is $165,000 - $187,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
668,greenhouse,4656042005,https://job-boards.greenhouse.io/gleanwork/jobs/4656042005,gleanwork,Senior Partner Marketing Manager (Channel),marketing_specialist,marketing,remote,,US,US Remote,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
669,greenhouse,4649589005,https://job-boards.greenhouse.io/gleanwork/jobs/4649589005,gleanwork,Senior Payroll Analyst - Shift (4 PM – 1 AM IST),other,other,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
670,greenhouse,4648700005,https://job-boards.greenhouse.io/gleanwork/jobs/4648700005,gleanwork,Senior Salesforce Developer,software_engineer,software_engineering,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
671,greenhouse,4625106005,https://job-boards.greenhouse.io/gleanwork/jobs/4625106005,gleanwork,Senior Security Technical Program Manager,technical_program_manager,program_management,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
672,greenhouse,4636294005,https://job-boards.greenhouse.io/gleanwork/jobs/4636294005,gleanwork,Senior Solutions Engineer - LATAM,software_engineer,software_engineering,remote,,MX,Remote,"Proficiency in Python or Java Ability to configure, monitor and maintain API based integrations Location: &nbsp; This role is remote, must be based in São Paulo or Mexico City Compensation &amp; Benefits: The OTE range for this position is $150,000 - 160,000 USD annually.&nbsp;Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. | We do not discrim",,,,,,
673,greenhouse,4424103005,https://job-boards.greenhouse.io/gleanwork/jobs/4424103005,gleanwork,Senior/Staff Applied Scientist,other,other,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"This is an applied science role based in our Palo Alto or San Francisco office. | query intent classification, standardizing the use of best statistical principles to handle LLM stochasticity, industry benchmarking.",,,,,,
674,greenhouse,4658096005,https://job-boards.greenhouse.io/gleanwork/jobs/4658096005,gleanwork,"Senior/Staff Data Scientist, Infrastructure",data_scientist,data_science,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Location: This role is hybrid (4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: &nbsp; The standard base salary range for this position is $175,000 - $250,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
675,greenhouse,4611652005,https://job-boards.greenhouse.io/gleanwork/jobs/4611652005,gleanwork,Senior Technical Program Manager,technical_program_manager,program_management,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
676,greenhouse,4657161005,https://job-boards.greenhouse.io/gleanwork/jobs/4657161005,gleanwork,"Senior Technical Program Manager, Billing (TPM)",technical_program_manager,program_management,hybrid,Palo Alto,CA,"Palo Alto, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
677,greenhouse,4628714005,https://job-boards.greenhouse.io/gleanwork/jobs/4628714005,gleanwork,"Senior Technical Program Manager, Infrastructure (TPM)",technical_program_manager,program_management,hybrid,Palo Alto,CA,"Palo Alto, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
678,greenhouse,4628879005,https://job-boards.greenhouse.io/gleanwork/jobs/4628879005,gleanwork,Senior Technical Program Manager (TPM),technical_program_manager,program_management,hybrid,Palo Alto,CA,"Palo Alto, CA","What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
679,greenhouse,4616929005,https://job-boards.greenhouse.io/gleanwork/jobs/4616929005,gleanwork,"Software Engineer, Agentic Runtime",software_engineer,software_engineering,hybrid,San Francisco Bay Area,,San Francisco Bay Area,"Location: &nbsp; This role is hybrid (3-4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: The standard base salary range for this position is $170,000 - $265,000 annually. | Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience.",,,,,,
