job_indexed_id,url,title_clean,description_for_qa,gold_normalized_title,gold_role_family,gold_location_type,qa_fix_location_type,gold_location_city,qa_fix_location_city,gold_country,qa_fix_country,gold_employment_type,qa_fix_employment_type,gold_seniority,qa_fix_seniority,gold_salary_min,qa_fix_salary_min,gold_salary_max,qa_fix_salary_max,gold_salary_currency,qa_fix_salary_currency,gold_salary_period,qa_fix_salary_period,qa_status,qa_notes
219,https://job-boards.greenhouse.io/gomotive/jobs/8384543002,Senior Insurance Partner Manager (Carriers),"Who we are: Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves nearly 100,000 customers – from Fortune 500 enterprises to small businesses – across a wide range of industries,",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1771,https://job-boards.greenhouse.io/capco/jobs/7663170,"Managing Principal (Director) - Financial Crime Transformation - AML Investigations, Sanctions & Fraud","Managing Principal / Director level&nbsp; - Financial Crime Transformation AML, Sanctions &amp; Fraud Location: UK – London or Edinburgh Practice Area: Financial Crime, Risk, Regulation, Finance Employment Type: Permanent Capco is growing our Financial Crime Transformation team, and we’re looking for an experienced Managing Principal/Director to help leading financial services organizations transform their strategies and technologies in the fight against financial crime. If you have deep expertise in AML (Anti-Money Laundering), Sanctions Compliance, Fraud Prevention, and a passion for driving",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
306,https://job-boards.greenhouse.io/canonical/jobs/5667860,Engineering Manager - Data Platform,"Canonical is building a comprehensive suite of multi-cloud and on-premise data solutions for the enterprise. We want to make it easy to operate any database on any cloud, or on premise. The data platform team covers the full range of data stores and data technologies, spanning from big data, NoSQL, cache-layer capabilities, and analytics; all the way to structured SQL engines like Postgres and MySQL. We aim to deliver fault-tolerant mission-critical distributed systems, and the world’s best data platform.&nbsp; We are looking for technical Engineering Managers to lead teams focused on Big Data",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
405,https://job-boards.greenhouse.io/canonical/jobs/7601064,Product Marketing Manager,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locatio",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1670,https://job-boards.greenhouse.io/capco/jobs/7567592,Energy Consultant - Business Analyst,"CAPCO – THE FUTURE. NOW. &nbsp; Capco is a&nbsp;distinctly&nbsp;and positively different place to work. Much more than consultants, we are active participants in the global financial services industry. Our passionate business and technology professionals enjoy a unique environment where they are actively encouraged to apply intellect, innovation,&nbsp;experience&nbsp;and teamwork. We are dedicated to fully supporting our clients as they respond to challenges and opportunities in: Banking, Capital Markets, Finance Risk &amp; Compliance, Insurance, and Wealth and Investment Management. Experienc",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1185,https://job-boards.greenhouse.io/celonis/jobs/7540468003?gh_jid=7540468003,Principal Product Manager - Celonis Data Core,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: This role is a vital part of the Data Team within the Celonis Product organization, reporting directly to the Vice President of Data and the Process Intelligence Graph. You will lead the further development of the Process Query Engine (PQE). This engine is the essential component th",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
865,https://job-boards.greenhouse.io/grafanalabs/jobs/5807088004,Staff Backend Engineer - Databases Pyroscope | Canada | Remote,"Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",backend_engineer,backend,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1353,https://job-boards.greenhouse.io/thumbtack/jobs/7380261,"Staff Data Engineer, Marketing Technology","Thumbtack helps millions of people confidently care for their homes. Thumbtack is the one app you need to take care of and improve your home — from personalized guidance to AI tools and a best-in-class hiring experience. Every day in every county of the U.S., people turn to Thumbtack to complete urgent repairs, seasonal maintenance and bigger improvements. We help homeowners know which projects to do, when to do them and who to hire from our growing community of 300,000 local service businesses. If making an impact inspires you, join us. Imagine what we’ll build together. About the Marketing T",data_engineer,data_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
90,https://job-boards.greenhouse.io/smartsheet/jobs/7475715,Senior NetSuite Administrator (in Bangalore),"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet’s Enterprise Systems team manages the development, use, and",other,it_operations,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
107,https://job-boards.greenhouse.io/smartsheet/jobs/7629370,"Sr. Finance Analyst, WWFO FP&A","For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet is growing its outstanding Finance team to help achieve our",other,finance,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1524,https://job-boards.greenhouse.io/capco/jobs/7651043,AI Technical Architect,"About the team: &nbsp; At the Capco Technology Delivery Center, we are dedicated to the financial services industries. Our professionals combine innovative thinking with unrivalled industry and domain expertise to offer our clients consulting expertise , complex technology and package integration, transformation delivery, and managed services, to move their organizations forward. Through our collaborative and efficient approach, we help our clients successfully innovate, increase revenue, manage risk and regulatory change, reduce costs, and enhance controls. Our teams stay at the forefront of",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1500,https://job-boards.greenhouse.io/kalepa/jobs/5748962004,Senior Product Designer,"About Kalepa: Commercial insurance is a trillion-dollar industry still run out of Microsoft Outlook. Kalepa is changing that. Kalepa is an AI Underwriting Platform built to deliver Professional-Grade AI in production &nbsp;-&nbsp; helping the world's most important insurers centralize and prioritize submission data, surface critical risk insights, and make faster, more confident decisions. Customers see meaningful improvements to both speed and portfolio quality as soon as they implement Kalepa - so much so that clients call it&nbsp; “truly an underwriter’s dream.” Kalepa is backed by leading",product_designer,design,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
46,https://job-boards.greenhouse.io/smartsheet/jobs/7167997,Data Scientist II (Hybrid in Bangalore),"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet is looking for a Data Scientist to help guide analyses, crea",data_scientist,data_science,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1384,https://job-boards.greenhouse.io/appier/jobs/1501746,Machine Learning Scientist,"About Appier&nbsp; Appier is a software-as-a-service (SaaS) company that uses artificial intelligence (AI) to power business decision-making. Founded in 2012 with a vision of democratizing AI, Appier’s mission is turning AI into ROI by making software intelligent. Appier now has 17 offices across APAC, Europe and U.S., and is listed on the Tokyo Stock Exchange (Ticker number: 4180). Visit&nbsp; www.appier.com &nbsp;for more information. About the role As a&nbsp; Machine Learning Scientist &nbsp;in Appier, you will be contributing to Appier’s&nbsp; research&nbsp; in actual use case for our prod",ml_scientist,machine_learning,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
365,https://job-boards.greenhouse.io/canonical/jobs/6484410,Lead HR Generalist - Americas,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting location",hr_generalist,hr,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
925,https://job-boards.greenhouse.io/truebill/jobs/7601490003,"Senior Full Stack Engineer, Account Linking","ABOUT ROCKET MONEY 🔮 Rocket Money’s mission is to meaningfully improve the financial prosperity of millions of people. Rocket Money offers members a unique understanding of their finances and a suite of valuable services that save them time and money – ultimately giving them a leg up on their financial journey. ABOUT THE TEAM 🤝 On Rocket Money’s Account Linking team, we are obsessed with ensuring that our users are able to connect all of their financial data to Rocket Money, allowing them to get a full picture of their finances. We pride ourselves on ensuring that our users can get the most ou",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1479,https://job-boards.greenhouse.io/datacamp/jobs/7327829,Senior Customer Success Manager,"About DataCamp DataCamp's mission is to empower everyone with the data and AI skills essential for 21st-century success. By providing practical, engaging learning experiences, DataCamp equips learners and organizations of all sizes to harness the power of data and AI. As a trusted partner to over 17 million learners and 6,000+ companies , including 80% of the Fortune 1000, DataCamp is leading the charge in addressing the critical data and AI skills shortage. About the Role: You are responsible for increasing data and AI readiness at enterprise organisations through the power of DataCamp.&nbsp;",customer_success_manager,customer_success,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
830,https://job-boards.greenhouse.io/grafanalabs/jobs/5808863004,"Senior Software Engineer - Grafana Databases, SRE | Germany | Remote","Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",site_reliability_engineer,sre,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
467,https://job-boards.greenhouse.io/canonical/jobs/6300377,"Software Alliances Director, EMEA","The Software Alliances team at Canonical works with leading software companies to optimize and enable their products with Ubuntu and other Canonical software, for instance our AI offerings. We develop joint product roadmaps, drive delivery, and formulate go-to-market plans, content and processes, enabling differentiated offerings and robust product life-cycle support anchored to best-in-class Canonical products. Enterprises are able to receive the benefits of open source, securely maintained, and validated solutions from cloud to edge, whether purchased from Canonical, embedded in Alliance par",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
671,https://job-boards.greenhouse.io/gleanwork/jobs/4625106005,Senior Security Technical Program Manager,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",technical_program_manager,program_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1962,https://job-boards.greenhouse.io/capco/jobs/7414639,Technical Recruiter - Contract Hiring,"About the Team The Recruiting Team at Capco is focused on not only finding amazing talent but also providing great candidate experience. We value transparency and authenticity throughout the hiring process, and we pride ourselves on a culture that encourages you to bring your whole self to work every day. We operate in a fast-paced environment where we challenge and support one another. No two days—and no two candidates—are the same. We strive to create an engaging and inclusive experience from application to onboarding. About the Job As a Technical Recruiter with a focus on contract hiring, y",technical_recruiter,recruiting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1667,https://job-boards.greenhouse.io/capco/jobs/7559854,DevOps SME - Remoto,"A Capco é uma consultoria global de tecnologia e negócios, focada no setor de serviços financeiros e energia, somos apaixonados por ajudar nossos clientes, temos 40 escritórios nas Américas, Europa e Ásia-Pacífico! Se criatividade e inovação são sua paixão, a Capco é ideal para você. Vamos te apoiar e ajudar a acelerar sua carreira! Estamos em busca de um especialista DevOps (SME) para liderar iniciativas de automação, confiabilidade e cultura DevOps em nossa organização. Responsabilidades: Platform &amp; Delivery Enablement Projetar, implementar e melhorar continuamente pipelines de CI/CD par",devops_engineer,devops,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
820,https://job-boards.greenhouse.io/grafanalabs/jobs/5811263004,Senior Product Counsel | United States | Remote,"Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",legal_counsel,legal,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1003,https://job-boards.greenhouse.io/levio/jobs/8442715002,Senior Software Development Engineer in Test (SDET),"Are you looking to thrive in a stimulating work environment? &nbsp; Join Levio, a leader in digital transformation, and take your career to the next level. You will work alongside high-caliber professionals on ambitious, large-scale technology projects, directly embedded in our clients’ environments. At Levio, we value expertise, curiosity, and continuous improvement and we give you the space to grow.&nbsp; About the Role &nbsp; We are looking for several Senior Software Development Engineer in Test (SDET) consultants to support the delivery of upcoming large‑scale projects. Why Join Levio? &n",software_engineer,software_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1413,https://job-boards.greenhouse.io/appier/jobs/7582643,(Senior) Sales Manager of Enterprise Solution,"About Appier Appier is an AI SaaS company on a mission to make AI easy, by making software intelligent. Founded in 2012, Appier has 17 offices across APAC, U.S. and Europe and is listed on the Tokyo Stock Exchange. Visit www.appier.com for more information. About This Role We are seeking an accomplished Sales Manager to play a pivotal role in driving our sales efforts within the dynamic field of chatbot technology. The Sales Manager will be responsible for leveraging their extensive SaaS sales experience, bilingual proficiency in English and Chinese, and a profound understanding of the chatbot",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1327,https://job-boards.greenhouse.io/celonis/jobs/7609061003?gh_jid=7609061003,Video Producer / Senior Video Producer,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team Join our dynamic and collaborative Creative Production team, where we bring stories to life through compelling visual and auditory experiences. As a Video Producer/ Senior Video Producer, you will play a pivotal role in shaping our brand narrative and engaging our audience through hi",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1985,https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/7400756,Compliance Manager (Regulatory Reporting),"Maven is a market-leading proprietary trading firm allocating internal capital across discretionary, systematic, and market-making strategies. Our collective expertise spans traders, engineers, and technologists, unified by an unwavering dedication to enhance our efficiency as a premier liquidity provider for globally listed derivatives. We leverage groundbreaking execution and pricing technologies to elevate and improve how financial markets operate . Maven continues to scale its operations while preserving the dynamic energy and innovative culture of a start-up, but without the associated ri",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1813,https://job-boards.greenhouse.io/capco/jobs/7599991,Principal Consultant - Treasury Operations,"About the Team: Capital Markets is part of Capco’s DNA. In fact, the Capco name was inspired by this domain. The Capital Markets team delivers expert consulting skills&nbsp;along with&nbsp;deep product and functional knowledge across all areas of the front office, operations, technology, risk, finance and compliance. &nbsp;Our clients include the largest investment banks, global universal banks and capital markets divisions from regional banks across the country and around the globe. &nbsp; Our delivery expertise spans across launching new lines of business, coordinating high-impact regulatory",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1649,https://job-boards.greenhouse.io/capco/jobs/7546605,Data Modeller,"Job Title: Senior Data Architect/Data Modeller About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the&nbsp; British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar &amp; Seramount . With our presence across 32 cities across globe, we support 100+ clients across&nbsp;banking, financial and Energy sectors. We are recognized for our deep transformation execution and delivery.&nbsp; WHY JOIN CAPCO? You will work on engaging projects with the largest international and local banks, in",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
954,https://job-boards.greenhouse.io/gofundme/jobs/7531351,Lead Technical SEO,"Want to help us help others? We’re hiring!&nbsp; GoFundMe is the world’s most powerful community for good, dedicated to helping people help each other. By uniting individuals and nonprofits in one place, GoFundMe makes it easy and safe for people to ask for help and support causes—for themselves and each other. Together, our community has raised more than $40 billion since 2010. Join us! The GoFundMe team is seeking a Lead Technical SEO to join our SEO team and help shape the technical SEO foundation across all our properties. This role will play a key role in driving SEO at scale in the US an",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1573,https://job-boards.greenhouse.io/capco/jobs/7525665,Business Analyst Consultant - Target Operating Model (TOM),"Senior Business Analyst – Target Operating Model (TOM) Location: London (Hybrid) | Practice Area: Business Consulting | Type: Permanent Design future-ready operating models that enable sustainable change across financial services The Role Capco is looking for a Senior Business Analyst with a strong focus on Target Operating Model (TOM) design and delivery to join our Business Consulting practice. This role spans multiple financial services domains, including Capital Markets, Wealth &amp; Asset Management, Banking &amp; Payments, and Insurance. You will work with clients to assess current-state",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1028,https://job-boards.greenhouse.io/webflow/jobs/7456857,"Principal Product Manager, AI","At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1503,https://job-boards.greenhouse.io/kalepa/jobs/5739149004,Staff Backend Engineer - New Products (USA),"About Kalepa: Commercial insurance is a trillion-dollar industry still run out of Microsoft Outlook. Kalepa is changing that. Kalepa is an AI Underwriting Platform built to deliver Professional-Grade AI in production &nbsp;-&nbsp; helping the world's most important insurers centralize and prioritize submission data, surface critical risk insights, and make faster, more confident decisions. Customers see meaningful improvements to both speed and portfolio quality as soon as they implement Kalepa - so much so that clients call it&nbsp; “truly an underwriter’s dream.” Kalepa is backed by leading",backend_engineer,backend,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
356,https://job-boards.greenhouse.io/canonical/jobs/6642917,Junior Data Engineer,"Junior Data Engineer&nbsp; Bring your data analytics and data mining skills to a unique team seeking to understand and shape the future of marketing technology. We are interested in technology adoption patterns, the respect of visitors' data and the use of open source in marketing. We are also interested in those marketing data analysts who are curious enough to embrace new technologies and are ready to work with unfamiliar tools, if needed.&nbsp; The role of a Junior Data Engineer at Canonical Canonical has provided developers with open source since 2004, helping them build innovations such a",data_engineer,data_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
86,https://job-boards.greenhouse.io/smartsheet/jobs/7603997,Salesforce Administrator (Remote Eligible - Costa Rica),"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. We&nbsp; are looking for a Salesforce Administrator to support our grow",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
424,https://job-boards.greenhouse.io/canonical/jobs/3830645,Revenue Accountant,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locatio",accountant,finance,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1181,https://job-boards.greenhouse.io/celonis/jobs/7539075003?gh_jid=7539075003,Principal Enterprise Architect,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Role: We are looking for a curious, smart, and “learn it all” Architect with proven experience and a passion for designing transformative solution architectures for our prospects and customers. This high-impact role demands a unique blend of deep technical expertise and executive presence",enterprise_architect,architecture,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
981,https://job-boards.greenhouse.io/gofundme/jobs/7592223,Staff Product Designer,"Want to help us help others? We’re hiring!&nbsp; GoFundMe is the world’s most powerful community for good, dedicated to helping people help each other. By uniting individuals and nonprofits in one place, GoFundMe makes it easy and safe for people to ask for help and support causes—for themselves and each other. Together, our community has raised more than $40 billion since 2010. The GoFundMe team is searching for our next Staff Product Designer to help create experiences that connect and support fundraiser organizers, potential donors, supporters, and nonprofits. This role isn’t just about pix",product_designer,design,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
102,https://job-boards.greenhouse.io/smartsheet/jobs/7105333,"Sr. Data Scientist II, Product Analytics (Hybrid in Bangalore)","For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet is looking for an experienced Senior Data Scientist to drive",data_scientist,data_science,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
980,https://job-boards.greenhouse.io/gofundme/jobs/7456574,Staff Machine Learning Engineer,"Want to help us help others? We’re hiring! GoFundMe is the world’s most powerful community for good, dedicated to helping people help each other. By uniting individuals and nonprofits in one place, GoFundMe makes it easy and safe for people to ask for help and support causes – for themselves and each other. Together, our community has raised more than $40 billion since 2010. Join GoFundMe as our next Staff LLM Engineer in the Applied Science organization. In this role, you will design, develop, and deploy innovative services and applications that leverage state-of-the-art machine learning and",ml_engineer,machine_learning,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
344,https://job-boards.greenhouse.io/canonical/jobs/5100204,Head of Talent Development,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting location",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
929,https://job-boards.greenhouse.io/truebill/jobs/7571604003,"Senior Full Stack Engineer, Horizon","The ideal candidate is local to and interested in working from any of our offices (Silver Spring, NYC, SF, Miami, Denver) local to them 1-2x per week. ABOUT ROCKET MONEY 🔮 Rocket Money’s mission is to meaningfully improve the financial prosperity of millions of people. Rocket Money offers members a unique understanding of their finances and a suite of valuable services that save them time and money – ultimately giving them a leg up on their financial journey. ABOUT THE TEAM 🤝 On Team Horizon, our mission is to take complex financial data and simplify it into intuitive experiences for users at",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1007,https://job-boards.greenhouse.io/webflow/jobs/7488576,"Customer Success Manager, EMEA","At Webflow, we’re building the world’s leading AI-native Digital Experience Platform. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more equitable. And we’re here to build it together. Our Customer Success team works with Webflow’s most high-",customer_success_manager,customer_success,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
